NO,,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","*허가일
*변경일","사업
준비기간","기타
(변경사항)"
,,,,"곡리 산170번지, 이천리 
산322",,,,,
2021,92,최종성,속사풍력발전,"강원도 평창군 진부면 상
월오개리 산97-1,용평면 
속사리  산188, 이목정리 
산30",풍력,40,2021-10-18,2024-02-29,양수인가
2021,93,김재윤,코포스,"강원도 삼척시 도계읍 상
덕리 산1, 구사리 산51, 산
26, 심포리 산113-1번지 
일원",풍력,39.6,2021-10-18,2022-12-31,양수인가
2021,94,최재서,양양풍력발전,"강원도 양양군 현남면 상
월천리 산1-1,현북면 어성
전리 산2번지 일원",풍력,4.2,2021-10-18,2022-11-30,"양수인가,용량감소"
2016,125,곽대근,"영덕동대산풍
력발전","경북  영덕군  남정면 
사암리 
산62-2번지 
일원",풍력,27,2021-10-18,2022-02-28,"주식취득인가,발전소명변
경,용량병경,공급전압변
경,사업장소변경,상호변
경,대표자변경"
2021,95,이승우,한국남부발전,"제주도  서귀포시  표
선면 가시리 3604 등 
9개필지(3649, 
3646,",태양광,14.911,2021-10-18,2023-12-31,
