NO,,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","*허가일
*변경일","사업
준비기간","기타
(변경사항)"
,,,,"7.03""E,
34°37'27.45""N/128°7'37.35
""E,34°38'15.27""N/128°7'7.6
6""E34°38'44.28""N/128°7'23
.25""E,
34°39'9.85""N/128°7'29.50""
E,34°39'31.60""N/128°7'51.
74""E)",,,,,
2019,134 이상득,,지앤디파워,"강원도  삼척시  하장면  어
리  산137,  산138,  산139, 
산142,  대전리  산26,  산
31-1,  산34,    판문리  산
120,  산147-2,  산158  일원",풍력,33.6,2021-09-13,2023-12-31,"용량변경,  사업준비기간
연장"
2016,87,김성훈,"횡계신재생발
전","강원도평창군대관령면횡계
리산
178,188-1,188-10,188-11,1
-134",풍력,39,2021-09-13,2023-08-31,공급전압변경
2018,41,정광진,천지에너지,"전남  곡성군  죽곡면  신풍
리  산5,  산1-1,  산1-3,  산
69,  산21,  산22,  산23  봉정",풍력,60,2021-09-17,2023-12-31,대표자변경
