NO,,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","*허가일
*변경일","사업
준비기간","기타
(변경사항)"
,,,,"127°18'42.61242""E 
34°13'05.22606""N   
127°19'20.10552""E 
34°13'29.62010""N 
127°20'24.90328""E   
34°13'34.22677""N 
127°21'04.01292""E)",,,,,
2021,118,박종호,"여수삼산해상
풍력","전남  여수시  삼산면  초도
리  일원    공유수면
(34°12'43.65""N127°12'57.9
4""E34°12'04.55""N127°13'1
4.59""E34°10'35.77""N127°1
3'35.08""E34°10'30.58""N127
°13'55.97""E34°10'38.18""N1
27°14'43.15""E34°10'59.21""
N127°15'28.37""E34°11'25.1
1""N127°16'02.92""E34°11'5
1.78""N127°16'22.26""E34°1
2'38.03""N127°17'06.06""E34
°13'04.48""N127°17'08.14""E",풍력(해상),216,2021-12-08,2030-06-30,
