NO,,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","*허가일
*변경일","사업
준비기간","기타
(변경사항)"
,,,,"리  산1,  산2,  덕곡리  산1, 
해안면  현리  산1,  오유리 
산1-2번지    일원",,,,,
2019,78,박병일,"영월그린에너
지","강원도  영월군  영월읍  팔
괴리  1271,  1282,  1286번
지","연 료 전 지
(LNG)",99.4,2021-09-17,2023-09-30,사업준비기간연장
2019,153,김학봉,"케이제이그린
에너지","경북  구미시  산동면  국가5
산업단지(하이테크밸리)  내",연료전지,19.8,2021-09-17,2023-12-31,사업준비기간연장
2018,81,서진영,"대한그린에너
지","전남영광군염산면두우리공
유 수 면 일 원 ( N 3 5 ˚
12'33.41""E126˚18'16.79"",     
  N 
35˚12'41.81"" 
E 
126˚
18'21.78"",  N  35˚12'39.96"" 
E      126˚18'25.86"",  N  35˚
12'36.04""  E  126˚18'42.65"", 
N 
 
  35˚12'35.43""  E  126˚
18'50.81"",  N  35˚12'12.24""
E 1 2 6 ˚ 1 8 ' 4 4 . 3 4 "" , N 3 5 ˚
12'12.24""E126˚14'55.97"",   
N  35˚13'51.17""  E      1126˚
14'48.59"", 
 
N 
 
 
35˚",풍력,49.8,2021-09-17,2023-09-30,"사업준비기간연장,  대표
자변경"
