NO,,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","*허가일
*변경일","사업
준비기간","기타
(변경사항)"
,,,력,리  산44-5,(LNG),,,,
2022,30,이상득,"그린에너지윈
드파워","강원도  영월군  북면  마차
리  산1-1",풍력,36,2022-03-28,2024-06-30,양수인가
2022,31,윤선우,동광해상풍력,"전남  고흥군  봉래면  신금
리  나로도  서쪽    공유수면
(34°26'43.14""N127°27'2.97
""
34°25'52.41""N127°27'38.10
""
E 
34°25'26.84""N127°27'20.53
""
34°25'14.67""N127°26'54.21
""
E 
34°25'14.30""N127°26'36.80
""
34°25'40.05""N127°25'45.56
""E34°26'30.67""N127°25'9.3
0
""
34°26'40.93""N127°26'10.55
""E)","E   
E   
풍력(해상)
E   
E",400,2022-04-01,2030-03-31,
2022,32,이상옥,,염포해상풍력 전남  고흥군  봉래면  신금 풍력(해상),,96,2022-04-01,2030-03-31,
