NO,,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","*허가일
*변경일","사업
준비기간","기타
(변경사항)"
,,,력발전,,,,,,
2015,143,김윤호,장항에코파워,"충남  서천군  장항읍  장항
공단길  28번길  60","신재생(연
료전지)",20,2021-12-23,2023-12-31,사업준비기간연장
2016,135,김창민,동해그린풍력,"경북  포항시  남구  호미곶
면  대보리  산129-1  일원",풍력,42,2021-12-23,2023-12-31,사업준비기간  연장
2018,110,이기경,평창에코파워,"강원도  평창군  대관령면 
횡계리  산1-137,  산1-140, 
산302번지",풍력,40,2021-12-23,2023-12-31,사업준비기간  연장
2020,15,이창훈,서산연료전지,"충남  서산시  무장리  1738
(서산오토밸리산업단지  內)",연료전지,20,2021-12-23,2023-12-31,사업준비기간연장
2017,36,이용걸,비금풍력발전,"전남  신안군  비금면  구림
리  39-10  등지",풍력,60,2021-12-24,2023-12-31,사업준비기간  연장
2014,101,장  옥,"글로벌에너지
개발","경기도  양주시  남면  상수
리  산112-11","신재생(목
질계바이
오매스)",9.9,2021-12-28,2023-12-31,사업준비기간  연장
2014,102,장  옥,글로벌에너지,"경기도  양주시  남면  구암
리  7-1,  7-2,  9-9,  12,  13번
지  일원","신재생(목
질계바이
오매스)",9.9,2021-12-28,2023-12-31,사업준비기간연장
2020,14,길윤호,"서산엑스연료
전지1호","충남  서산시  무장리  1737
(서산오토밸리산업단지  內)",연료전지,20,2021-12-28,2023-12-31,사업준비기간연장
2016,129 김용진,,한국동서발전,"강원도  정선군  화암면  건
천리,  호촌리,  백전리,  삼척",풍력,99,2021-12-29,2023-12-31,사업준비기간  연장
