NO,,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","*허가일
*변경일","사업
준비기간","기타
(변경사항)"
2020,88,변상현,청주에코파크,"충북  청주시  흥덕구  송정
로  1-58(SK케미칼  청주공
장  내)","연료전지
(LNG)",19.8,2020-11-03,2021-04-30,양수인가
2016,149,백한신,"전주에코에너
지","전북  전주시  덕진구  유상
로  54  일원","신재생
【고형연
료(SRF)】",9.9,2020-11-03,2022-10-30,사업준비기간연장
2017,4,신상일,비에스에너지,"강원도  삼척시  원덕읍  기
곡리  산170번지",풍력,50.4,2020-11-03,2022-12-31,사업준비기간연장
2017,31,정주호,"평창운두령풍
력","강원도  평창군  용평면  노
동리  산1-2",풍력,27.6,2020-11-03,2021-12-31,사업준비기간연장
2018,5,"최규석,
김재윤",코포스,"강원도  정선군  정선읍  북
실리  산50,  산55,  산56,  산
28번지  일원",풍력,36,2020-11-03,2022-12-31,"용량변경,준비기간연장"
2018,11,이정수,대관령풍력,"강원도  평창군  봉평면  진
조리  산80-9번지",풍력,16.8,2020-11-03,2022-11-30,사업준비기간  연장
2018,48,조용기,더윈에너지,"강원도  영월군  상동읍  천
평리  산26-4번지",풍력,60,2020-11-03,2022-12-31,사업준비기간  연장
2019,47,김병숙,한국서부발전,"대전시  유성구  복용동  산
22-55","연료전지
(LNG)",6.16,2020-11-03,2021-12-31,사업준비기간연장
2019,117,사장,한국서부발전,"경기도  의왕시  이동  714번
지","연료전지
(NG)",9.9,2020-11-03,2021-08-31,사업준비기간연장
2017,119,이대림,아시아드종합 경남  양산시  어곡동  산,,풍력,9.5,2020-11-09,2022-11-30,사업준비기간연장
