NO,,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","*허가일
*변경일","사업
준비기간","기타
(변경사항)"
,,,,리  산1번지  일원,,,,,
2020,118,류창형,아스타에너지,"부산시  강서구  범방동 
1911-8(일반산업단지內)","연료전지
(LNG)",34.8,2022-01-25,2023-01-31,사업준비기간연장
2020,36,박근식,강구풍력발전,"경북  영덕군  강구면  상직
리  산73,  산74,  산97,  산
99,  산101,  산110,  산111, 
산114-1,    산145-1,  산143, 
산145-2",풍력,46,2022-01-27,2024-02-29,사업준비기간연장
2019,111,유수경,"강동그린에너
지","경북  경주시  강동면  왕신
리 
261-1(강동일반산업단
지  2BL)","연료전지
(NG)",108,2022-01-28,2022-10-31,용량증가
2018,79,김기룡,"서해열병합발
전","충남  서산시  대산읍  대죽
리  753-13  내","목질계  바
이오매스 
잉여열",24.9,2022-02-04,2021-12-31,주식취득
2020,107,신양우,"아이티파워나
주연료전지발
전소","전남  나주시  동수동 
405-5(나주혁신산단  부지 
내)","신재생(연
료전지)",19.96,2022-01-25,2025-02-28,사업준비기간  연장
2018,97,전찬범,성월에너지,"경기도  안성시  금광면  신
양복리  434","연 료 전 지
(LNG)",7.8,2022-01-27,2024-02-29,사업준비기간  연장
2022,12,이교택,한국바람,"경북  영덕군  영덕읍  매정
리  산54,  축산면  고곡리 
산139-3번지  일원",풍력(육상),8.4,2022-02-28,2025-10-31,
