NO,,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","*허가일
*변경일","사업
준비기간","기타
(변경사항)"
2016,7,오성준,달성에너지,"대구시  달성군  논공읍  본
리리  29-55번지  및  1023
번지","연 료 전 지
(LNG)",40,2021-12-06,2023-12-31,사업준비기간  연장
2016,13,홍종후,청정그린파워,"강원도  평창군  봉평면  유
포리  산200번지",풍력,87,2021-12-06,2023-12-31,사업준비기간  연장
2016,70,정찬수,지에스이앤알,"경북  영양군  석보면  포산
리  일원",풍력,56.1,2021-12-06,2023-12-31,사업준비기간  연장
2016,73,정재원,재원에너지,"전남  영광군  염산면  두우
리  1128-3번지  등  및  공유
수면  일원",풍력,99.1,2021-12-06,2023-12-31,사업준비기간  연장
2016,189 이병준,,엠에스정밀,"경북  경주시  외동읍  모화
리  1700-1번지","신재생(바
이오매스)
(목질계)",29.9,2021-12-06,2023-12-31,사업준비기간연장
2018,22,박재현,"한국수자원공
사","전북  진안군  정천면  모정
리  471-11번지  일원",태양광,"1 9 . 9 9
6",2021-12-06,2023-12-31,사업준비기간연장
2018,77,박성덕,"강릉산대월연
료전지","강원도  강릉시  사천면  산
대월리  540번지","연료전지
(LNG)",10,2021-12-06,2023-12-31,사업준비기간  연장
2019,26,한소진,"강릉사천연료
전지","강원도  강릉시  사천면  산
대월리  540-2번지","연료전지
(LNG)",20,2021-12-06,2023-12-31,사업준비기간연장
2015,114,사장,한국동서발전,"경북  포항시  남구  장기면 
두원리  산162임,  산162-1
임,  산162-2임,  계원리  산",풍력,40,2021-12-07,2023-12-31,사업준비기간  연장
