NO,,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","*허가일
*변경일","사업
준비기간","기타
(변경사항)"
,,,,"686C.35.60741468,129.550
5846D.35.60774963,129.47
16405)",,,,,
2022,45,최우진,"청사포해상풍
력발전","부산시  해운대구  중동 
591-15번지  해상",풍력,40,2022-06-27,2023-12-31 양수인가,
2022,43,최우진,"거문도해상풍
력발전","전남여수시거문도서측공유
수면
(33.989167127.17939633.9
89444127.25465533.98972
2127.24931433.990000127.
16032233.990278   
127.102920  33.990556 
127.115573)",풍력(해상),504,2022-07-07,2030-06-30,
2019,100,사장,"한국농어촌공
사","충남  당진시  석문면  삼화
리  1431  일원","태양광(수
상)",20,2022-05-30,2024-07-31,사업준비기간  연장
2019,101 안상수,,"석문호수상태
양광","충남  당진시  석문면  삼화
리  1431,  통정리  1255일원","태양광(수
상)","79.83
3",2022-05-31,2024-07-31,사업준비기간  연장
2019,57,김민규,제이원,"제주도  서귀포시  남원읍 
수망리  산  178외  18필지",태양광,100,2022-06-16,2024-07-31,사업준비기간  연장
2022,47,이재근,중화,경북  경주시  외동읍  문산 연 료 전 지,,28.8,2022-07-18,2023-04-30,
