NO,,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","*허가일
*변경일","사업
준비기간","기타
(변경사항)"
,,,비스,길  206  (고덕동),료전지),,,,
2019,87,정용수,영양윈드파워,"충북  진천군  초평면  은암
리  산35-4    일원(은암일반
산업단지)","신재생(연
료전지)",19.8,2019-07-19,2022-07-31,
2019,88,류두형,한화에너지,"전남  여수시  산단중앙로 
141-4(화치동)(한화에너지 
여수공장  內)","신재생(수
소  연료전
지)",19.8,2019-07-19,2022-03-31,
2017,36,이상능,비금풍력발전,"전남  신안군  비금면  구림
리  39-10  등지",풍력,60,2019-07-19,2019-12-31,주식취득
2017,36,이용걸,비금풍력발전,"전남  신안군  비금면  구림
리  39-10  등지",풍력,60,2019-07-31,2021-12-31,"사업준비기간연장,대표자
변경"
2016,189 이병준,,엠에스정밀,"경북  경주시  외동읍  모화
리  1700-1번지","신재생(바
이오매스)
(목질계)",29.9,2018-09-11,2021-12-31,사업준비기간연장
2016,189 이병준,,엠에스정밀,"경북  경주시  외동읍  모화
리  1700-1번지","신재생(바
이오매스)
(목질계)",29.9,2019-03-05,2021-12-31,법인번호  오기정정
2017,14,우종인,비에이치아이,"경남  함안군  군북면  장지
리  1407","신재생(목
질계  바이
오매스)",20,2019-06-04,2021-07-31,사업준비기간연장
2016,163,김병태,"영동연료전지
발전","강원도  정선군  임계면  가
목리  산8-1",풍력,5,2019-08-12,2019-12-31,대표자변경
2015,115,김재종,한일풍력발전,"강원도  철원군  근남면  육
단리  산88-1번지  일원",풍력,39,2019-08-12,2022-08-31 사업준비기간  연장,
2013,102,정해주,대관령풍력,강원도  평창군  대관령면,풍력,23.1,2019-08-12,2022-10-31,사업준비기간  연장
