NO,,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","*허가일
*변경일","사업
준비기간","기타
(변경사항)"
,,,,,"스(목재펠
릿, 
목재
칩)  전소",,,,
2019,134,이상득,지앤디파워,"강원도  삼척시  하장면  어
리  산120,  산119,  산142, 
산138,  산137,  대전리  산
34,  판문리    산120,  산
147-2,  산158  일원",풍력,30.4,2020-12-18,2021-12-31,사업준비기간연장
2017,54,공유덕,에너지워터,"전남  고흥군  대서면  남정
리  2431  일원",태양광,8,2020-12-21,2022-06-30,사업준비기간연장
2017,64,이근태,"더블류티이목
포","전남  목포시  대양동 
1185-1,2,3번지(목포대양산
단  산업13)",SRF  전소,29.9,2020-12-21,2021-03-31,사업준비기간연장
2015,82,정호찬,청산풍력발전,"강원도  평창군  봉평면  진
조리  산80-1,횡성군  둔내
면  삽교리  산1-3",풍력,20,2020-12-22,2021-09-30,사업준비기간연장
2016,193,김기영,윈드앤썬,"강원도  강릉시  옥계면  금
진리  산81번지,  강동면  산
성우리  산56번지",풍력,19.2,2020-12-22,2022-12-31,사업준비기간연장
2018,57,박병진,영덕주민바람,"경북  영덕군  남정면  원척
리  산  16-1번지  일원",풍력,58.8,2020-12-22,2023-12-31,사업준비기간연장
2020,52,박종현,그린윈드파워,강원도  삼척시  도계읍  상,풍력,39.6,2020-12-22,2022-12-31,사업준비기간연장
