NO,,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","*허가일
*변경일","사업
준비기간","기타
(변경사항)"
,,,,04`48.84``E),,,,,
2021,3,사장,한국남동발전,"전남  완도군  금일읍  사동
리  남쪽  공유수면
(34°16'56.38""N 
127°4'41.68""E   
34°16'18.96""N 
127°4'14.96""E 
34°12'36.20""N 
127°3'28.86""E   
34°12'40.35""N 
127°7'56.02""E 
34°14'32.46""N 
127°9'7.96""E   
34°16'59.47""N 
127°8'1.36""E)",풍력(해상),400,2021-02-02,2024-12-31,
2020,4,김병숙,한국서부발전,"경남  밀양시  하남읍  양동
리  835-1,  밀양하남일반산
업단지  내",연료전지,15,2021-02-02,2024-12-31,
2021,5,정세호,서하에너지,"강원도  삼척시  도계읍  상
덕리  산1,  구사리  산51,  산
26,  심포리  산113-1번지",풍력,39.6,2021-02-02,2022-12-31,양수인가
