NO,,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","*허가일
*변경일","사업
준비기간","기타
(변경사항)"
2021,122,이조앤,세레스홀딩스,"전북  군산시 
새만금산업단지  5공구 
산-13일원","연 료 전
지(LNG)",211.2,2021-12-21,2024-11-30,
2021,125,황창화,"한국지역난방
공사","경기평택시고덕면해
창리1278-1","연 료 전
지",18.48,2021-12-21,2023-12-31,
2021,126,박형덕,한국서부발전,"강원도정선군사북읍
사북리산155-38일원
(하이원리조트부지내)","연 료 전
지(LNG)",6.16,2021-12-21,2024-10-31,
2021,127,이연규,울산클린하이,"울산남구여천동198,209-
37(울산미포국가산업단지
내)","연 료 전
지(LNG,
LPG)",97.68,2021-12-21,2025-11-30,
2021,59,사장,한국서부발전,"충남공주시이인면만
수리산37-7(남공주
일반산단내)",LNG,500,2021-12-23,2026-12-31,
2018,56,장금옥,"신영덕풍력발
전","경북  영덕군  남정면  양성
리  산45-1,  산24-1,  산
34-1,  산42,  장사리  산
32-1,  쟁암리  산56-1,    회
리  산85,  산83,  산104-1",풍력,99,2021-12-21,2022-07-31,"지번  추가  및  세부지번 
기재"
2016,100,조우진,영월에코윈드,"강원도  영월군  상동읍  구
래리  산1-35번지,  산1-37
번지  일원",풍력,42,2021-12-22,2023-12-31,사업준비기간  연장
2016,125,곽대근,영덕동대산풍,"경북 
영덕군 
남정면 
사암리  산62-2번지  일원",풍력,27,2021-12-22,2024-02-29,사업준비기간연장
