NO,,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","*허가일
*변경일","사업
준비기간","기타
(변경사항)"
,,,,,F  소각열),,,,
2016,90,김정영,"와이에스에너
지","경기도  양주시  남면  현석
로785번길  207","신재생(SR
F)",5,2017-11-29,2019-05-31,"연료변경,준비기간연장,
사업명칭변경"
2016,90,김정영,"와이에스에너
지","경기도  양주시  남면  현석
로785번길  207","신재생(SR
F)",5,2019-04-30,2021-09-30,사업준비기간연장
"2018
-33",148,양원돈,오성연료전지,"경기도  평택시  오성면  오
성산단1로  131","신재생【
연료전지/
NG】",9.68,2019-04-30,2020-04-30,"사업준비기간연장,사업장
주소도로명표기"
2015,165 선민철,,"새만금해상풍
력","전북  군산시  새만금  4호방
조제  내측  일부",풍력,98.8,2019-05-13,2021-12-31,사업준비기간연장
2016,85,이운옥,"춘천에코에너
지","강원도  춘천시  남산면  수
동리  648-2  일원","신재생/증
기터빈(SR
F  소각열)",9.8,2016-07-13,2019-07-31,대표자변경
2016,152,손중영,"진고개윈드캠
퍼스","강원도  평창군  대관령면 
횡계리  산2-1",풍력,6.6,2019-05-20,2022-08-31,"사업준비기간연장,대표자
변경,법인번호오탈자정정"
2016,40,김성훈,에너지메카,"강원도  삼척시  하장면  중
봉리  산1,  도계읍  무건리 
산58,  도계읍  황조리  산
159,  도계읍  신리  산138,   
삼척시  노곡면  주지리  산
9,  노곡면  상마읍리  산104, 
삼척시  원덕읍  이천리  산
322,  삼척시  가곡면  오목
리  산21번지",풍력,285,2019-05-21,2022-10-31,사업준비기간연장
2017,65,김재종,,동진풍력발전 강원도  평창군  대관령면,풍력,147,2019-05-21,2022-05-31,사업준비기간연장
