NO,,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","*허가일
*변경일","사업
준비기간","기타
(변경사항)"
,,,,"해안로  89-37  보령발전본
부  내",,,,,
2021,60,"한승수,
황의정","다도오션윈드
팜","전남  여수시  삼산면  초도
리  일원  공유수면
(34°10'38.34""N 
127°14'47.51""E 
34°10'26.02""N 
127°17'3.03""E 
34°11'58.32""N 
127°18'41.21""E 
34°14'18.59""N 
127°17'57.58""E 
34°14'0.33""N 
127°16'57.96""E 
34°12'14.75""N 
127°17'2.39""E 
34°11'26.07""N 
127°16'7.17""E)",풍력,256,2021-06-29,2029-10-31,
2015,83,박기원,한백풍력발전,"강원도  태백시  통동  산69, 
황지동  산173-1",풍력,40,2021-06-29,2022-12-31,용량변경
2017,,"107 김장수,",동성,강원도  평창군  진부면  상,풍력,40,2021-06-29,2022-12-31,용량변경
